textbox67,Description,CreationDate,WarehouseTransactionID,ReferenceNum,PONum,Carrier,Company,EarliestShipDate,ShipCancelDate,textbox32,Notes
Warehouse: Warehouse 6,JDE Associates,2/14/2014,184090,101922,8IZT935Q,LTL,MY HABIT RECEIVING,2/25/2014,3/5/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,2/14/2014,184091,101923,8V75Q6XL,LTL,MY HABIT RECEIVING,2/25/2014,3/5/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,2/14/2014,184080,101914,34-018275,LTL,SMITH & EDWARDS COMPANY,3/1/2014,3/30/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,2/14/2014,184081,101915,208-018467,LTL,FORKS OUTFITTERS,3/1/2014,3/30/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,2/14/2014,184082,101916,250-018275,LTL,SWANSON'S / OMNI ENTERPRISES,3/1/2014,3/30/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,2/14/2014,184083,101917,2-018275,LTL,GRIGGS DEPARTMENT STORE,3/1/2014,3/30/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,2/14/2014,184084,101918,304-018275,LTL,BRYANS,3/1/2014,3/30/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,2/14/2014,184085,101919,566-018275,LTL,GIBSON'S PRODUCTS CO,3/1/2014,3/30/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,2/14/2014,184086,101920,594-018275,LTL,PARKER CASSIDY SUPPLY,3/1/2014,3/30/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,2/17/2014,185189,101957,39180,UPS GRN FRT COL,SCHWESER'S STORES INC.,3/4/2014,3/10/2014, 00:00,

