textbox67,Description,CreationDate,WarehouseTransactionID,ReferenceNum,PONum,Carrier,Company,EarliestShipDate,ShipCancelDate,textbox32,Notes
Warehouse: Warehouse 6,JDE Associates,3/4/2014,187977,102172,73626-P0000KF2CS-6 1,chrobison,ZULILY,3/3/2014,3/3/2014,3/12/2014 12:00:00 PM 12:00,"2014/03/11 15:48 - READY TO SHIP
SHIP USING CHRW BOL; 2014/03/09 18:43 - unable to route order for new zulily procedure, jde / eddie notified "
Warehouse: Warehouse 6,JDE Associates,3/10/2014,188774,102178,PO161839,TONYS EXPRESS,BEYOND THE RACK,3/3/2014,3/8/2014,3/13/2014 3:00:00 PM 15:00,"2014/03/12 18:22 - READY TO SHIP
CHR BOL USED
; 2014/03/10 18:39 - emailed routing to trucking, cc/d sales and jde "
Warehouse: Warehouse 6,JDE Associates,3/10/2014,188898,102198,100-0038000154 MM,CALL TO ROUTE,GABRIEL BROTHERS,3/3/2014,3/14/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/10/2014,188899,102199,100-0038000155 MM,CALLTO ROUTE,GABRIEL BROTHERS,3/3/2014,3/14/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/10/2014,189010,102205,100-0038000155 MM,CALLTO ROUTE,GABRIEL BROTHERS,3/3/2014,3/14/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/11/2014,189073,102209,ETA FASHION ECUADOR,CALL TO ROUTE,ETF SERVICES,3/3/2014,3/18/2014, 00:00,2014/03/11 11:00 - requested routing info from jde 
Warehouse: Warehouse 6,JDE Associates,3/11/2014,189074,102210,RM ECUADOR,CALL TO ROUTE,ETF SERVICES,3/3/2014,3/18/2014, 00:00,2014/03/11 11:00 - requested routing info from jde 
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189660,102216,3544698,VENDOR PORTAL,SECAUCUS DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189661,102217,6712973,VENDOR PORTAL,SECAUCUS DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189662,102218,3544698,VENDOR PORTAL,GANDY DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189663,102219,6712973,VENDOR PORTAL,GANDY DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189664,102220,3544698,VENDOR PORTAL,GANDY DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189665,102221,6712973,VENDOR PORTAL,GANDY DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189666,102222,3544698,VENDOR PORTAL,SECAUCUS DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189667,102223,6712973,VENDOR PORTAL,SECAUCUS DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189668,102224,3544698,VENDOR PORTAL,SECAUCUS DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189669,102225,6712973,VENDOR PORTAL,SECAUCUS DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189670,102226,3544698,VENDOR PORTAL,MINNOKA DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189671,102227,6712973,VENDOR PORTAL,MINNOKA DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189672,102228,3544698,VENDOR PORTAL,JOPPA DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189673,102229,6712973,VENDOR PORTAL,JOPPA DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189674,102230,3544698,VENDOR PORTAL,SECAUCUS DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189675,102231,6712973,VENDOR PORTAL,SECAUCUS DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189676,102232,3544698,VENDOR PORTAL,SECAUCUS DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189677,102233,6712973,VENDOR PORTAL,SECAUCUS DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189678,102234,3544698,VENDOR PORTAL,GANDY DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189679,102235,6712973,VENDOR PORTAL,GANDY DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189680,102236,3544698,VENDOR PORTAL,HAYWARD DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189681,102237,6712973,VENDOR PORTAL,HAYWARD DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189682,102238,3544698,VENDOR PORTAL,SECAUCUS DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189683,102239,6712973,VENDOR PORTAL,SECAUCUS DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189684,102240,3544698,VENDOR PORTAL,LOS ANGELES DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189685,102241,6712973,VENDOR PORTAL,LOS ANGELES DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189686,102242,3544698,VENDOR PORTAL,LOS ANGELES DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189687,102243,6712973,VENDOR PORTAL,LOS ANGELES DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189688,102244,3544698,VENDOR PORTAL,STONE MOUNTAIN DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189689,102245,6712973,VENDOR PORTAL,STONE MOUNTAIN DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189690,102246,3544698,VENDOR PORTAL,LOS ANGELES DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189691,102247,6712973,VENDOR PORTAL,LOS ANGELES DC,3/3/2014,3/7/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189962,102297,022614A,UPS,HOLLAND'S DEPARTMENT STORE,3/3/2014,3/15/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189963,102298,22514B,UPS,HOLLAND'S DEPARTMENT STORE,3/3/2014,3/15/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,2/17/2014,185189,101957,39180,FedEx,SCHWESER'S STORES INC.,3/4/2014,3/10/2014,3/14/2014 00:00,2014/03/13 14:48 - ready to ship; 2014/03/09 18:21 - orders still on hold ( credit hold ); 2014/02/18 21:40 - on hold per gwen 
Warehouse: Warehouse 6,JDE Associates,3/6/2014,188611,102192,3314,CALL TO ROUTE,AMAZON.COM,3/4/2014,4/4/2014, 00:00,2014/03/09 18:59 - working on routing and Special Project 
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189966,102301,L228F,QUOTE UCL,TOMLINSONS,3/4/2014,3/15/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189967,102302,L228G,QUOTE UCL,TOMLINSONS,3/4/2014,3/15/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/11/2014,189072,102208,030414,FedEx,KIDS KINGDOM,3/5/2014,3/20/2014,3/14/2014 00:00,2014/03/13 14:48 - ready to ship
Warehouse: Warehouse 6,JDE Associates,2/27/2014,187016,102136,500-55166,FEDEX FREIGHT,PEYTON PHOENIX (DC# 500),3/6/2014,3/6/2014,3/12/2014 2:00:00 PM 14:00,"2014/03/11 17:57 - SHIP ON 188609; 2014/03/11 15:53 - READY TO SHIP; 2014/03/10 18:42 - finally got routing info to traffic, jde and sales cc'd; 2014/03/09 18:44 - sp issued to whse, unable to secure a pickup, salesman and jde working to resolve issue"
Warehouse: Warehouse 6,JDE Associates,2/27/2014,187017,102137,600-54010,FEDEX FREIGHT,PEYTON'S MID SOUTH,3/6/2014,3/6/2014,3/12/2014 2:00:00 PM 14:00,"2014/03/11 15:53 - READY TO SHIP; 2014/03/10 18:42 - finally got routing info to traffic, jde and sales cc'd; 2014/03/09 18:44 - sp issued to whse, unable to secure a pickup, salesman and jde working to resolve issue"
Warehouse: Warehouse 6,JDE Associates,3/6/2014,188609,102190,500-55166,FEDEX FREIGHT,PEYTON PHOENIX (DC# 500),3/6/2014,3/6/2014,3/12/2014 2:00:00 PM 14:00,"2014/03/11 17:57 - SHIP ON 188609; 2014/03/11 15:53 - READY TO SHIP; 2014/03/10 18:42 - finally got routing info to traffic, jde and sales cc'd; 2014/03/09 18:44 - sp issued to whse, unable to secure a pickup, salesman and jde working to resolve issue"
Warehouse: Warehouse 6,JDE Associates,3/11/2014,189084,102212,3714A,CALL TO ROUTE,PIXIOR,3/7/2014,3/15/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/11/2014,189085,102213,3714B,CALL TO ROUTE,PIXIOR,3/7/2014,3/15/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/11/2014,189086,102214,3714C,CALL TO ROUTE,PIXIOR,3/7/2014,3/15/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/11/2014,189087,102215,3714D,CALL TO ROUTE,PIXIOR,3/7/2014,3/15/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189916,102253,01 158244,GREAT CENTRAL,MARSHALLS (ATLANTA),3/7/2014,3/17/2014,3/17/2014 1:30:00 PM 13:30,2014/03/13 15:37 - READY TO SHIP
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189917,102254,07 158244,GREAT CENTRAL,MARSHALLS (ATLANTA),3/7/2014,3/17/2014,3/17/2014 1:30:00 PM 13:30,2014/03/13 15:37 - READY TO SHIP
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189918,102255,07 158270,GREAT CENTRAL,MARSHALLS,3/7/2014,3/17/2014,3/17/2014 1:30:00 PM 13:30,2014/03/13 15:37 - READY TO SHIP
Warehouse: Warehouse 6,JDE Associates,2/27/2014,187027,102143,118108803,GREAT CENTRAL,MODECRAFT FASHIONS,3/10/2014,3/14/2014,3/14/2014 00:00,"2014/03/11 10:18 - READY TO SHIP 
SHIP ON 187027; 2014/03/09 18:46 - delivery appt requested, awaiting response should deliver by 3/13"
Warehouse: Warehouse 6,JDE Associates,2/27/2014,187028,102144,118108804,GREAT CENTRAL,MODECRAFT FASHIONS,3/10/2014,3/14/2014,3/14/2014 00:00,"2014/03/11 10:18 - READY TO SHIP 
SHIP ON 187027; 2014/03/09 18:46 - delivery appt requested, awaiting response should deliver by 3/13"
Warehouse: Warehouse 6,JDE Associates,3/10/2014,189005,102200,76998-P0000LQ6RS-6-1,chrobison,ZULILY,3/10/2014,3/12/2014,3/12/2014 12:00:00 PM 12:00,"2014/03/11 15:48 - READY TO SHIP
SHIP USING CHRW BOL"
Warehouse: Warehouse 6,JDE Associates,3/10/2014,189006,102201,75046-P00000LOK2S-6-,chrobison,ZULILY,3/10/2014,3/11/2014,3/12/2014 12:00:00 PM 12:00,"2014/03/11 15:48 - READY TO SHIP
SHIP USING CHRW BOL"
Warehouse: Warehouse 6,JDE Associates,3/10/2014,189007,102202,76475-P0000LQ59S-6-1,chrobison,ZULILY,3/10/2014,3/12/2014,3/12/2014 12:00:00 PM 12:00,"2014/03/11 15:48 - READY TO SHIP
SHIP USING CHRW BOL"
Warehouse: Warehouse 6,JDE Associates,3/10/2014,189009,102204,1061,FedEx,CUTELITTLEMONSTER.COM,3/10/2014,3/13/2014,3/14/2014 00:00,2014/03/13 14:48 - ready to ship
Warehouse: Warehouse 6,JDE Associates,3/10/2014,189008,102203,77410-P00000LRHU0-6-,chrobison,ZULILY,3/11/2014,3/13/2014,3/12/2014 12:00:00 PM 12:00,"2014/03/11 15:48 - READY TO SHIP
SHIP USING CHRW BOL"
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189922,102257,20310140,call to route,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189923,102258,20310141,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189924,102259,20310142,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189925,102260,20310140,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189926,102261,20310141,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189927,102262,20310142,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189928,102263,20310140,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189929,102264,20310141,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189930,102265,20310142,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189931,102266,20310140,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189932,102267,20310141,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189933,102268,20310142,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189934,102269,20310140,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189935,102270,20310141,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189936,102271,20310142,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189937,102272,20310140,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189938,102273,20310141,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189939,102274,20310142,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189940,102275,20310140,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189941,102276,20310141,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189942,102277,20310142,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189943,102278,20310140,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189944,102279,20310141,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189945,102280,20310142,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189946,102281,20310140,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189947,102282,20310141,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189948,102283,20310142,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189949,102284,20310140,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189950,102285,20310141,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189951,102286,20310142,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189952,102287,20310140,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189953,102288,20310141,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189954,102289,20310142,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189955,102290,20310140,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189956,102291,20310141,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189957,102292,20310142,CALL TO ROUTE,FIESTA #7,3/11/2014,3/20/2014, 00:00,
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189919,102256,78426-P0000LU2VO-6-1,UPS,ZULILY,3/12/2014,3/14/2014,3/14/2014 00:00,"2014/03/13 15:33 - READY TOS HIP
CHR BOL USED"
Warehouse: Warehouse 6,JDE Associates,3/11/2014,189068,102206,20029925,VENDOR PORTAL,SPECIALTY RETAILORS 108 - S.R.,3/15/2014,3/21/2014, 00:00,2014/03/11 10:56 - routed online srr 120584
Warehouse: Warehouse 6,JDE Associates,3/11/2014,189069,102207,20029926,VENDOR PORTAL,SPECIALTY RETAILORS 108 - S.R.,3/15/2014,3/21/2014, 00:00,2014/03/11 10:56 - routed online srr 120584
Warehouse: Warehouse 6,JDE Associates,3/12/2014,189858,102250,48X420279,CALL TO ROUTE,H-E-B SAN MARCOS WAREHOUSE (40,3/20/2014,3/20/2014, 00:00,

